MainType,Diameter,InstallDate,Material
Distribution,14,3/14/2018 11:07,Copper
Distribution,14,8/1/2019 18:47,Ductile Iron
Distribution,6,10/2/2020 19:42,Copper
Distribution,8,6/5/2011 0:30,Cast Iron
Distribution,6,7/26/2002 8:37,Copper
Distribution,10,1/26/2014 2:03,Ductile Iron
Distribution,14,10/12/2019 22:44,Ductile Iron
Distribution,14,2/24/2005 22:05,Cast Iron
Distribution,6,10/2/2017 2:29,Galvanized Iron
Distribution,10,5/12/2009 21:35,Cast Iron
Distribution,10,1/11/2013 20:54,Galvanized Iron
Distribution,8,3/11/2011 6:47,Copper
Distribution,10,10/5/2021 8:10,Cast Iron
Distribution,10,7/22/2008 23:40,Galvanized Iron
Distribution,8,8/10/1992 21:25,Copper
Distribution,14,12/23/2017 15:34,Galvanized Iron
Distribution,10,6/14/2021 12:53,Ductile Iron
Distribution,12,12/12/2020 7:40,Cast Iron
Distribution,8,12/8/2009 14:15,Copper
Distribution,6,5/3/2011 1:44,Galvanized Iron
Distribution,8,4/24/2001 0:23,Cast Iron
Distribution,8,10/14/2016 15:10,Galvanized Iron
Distribution,8,5/19/2015 16:55,Cast Iron
Distribution,12,7/20/2018 22:40,Cast Iron
Distribution,12,1/6/2020 14:54,Cast Iron
Distribution,10,1/26/2020 15:54,Ductile Iron
Distribution,12,6/9/2017 13:07,Cast Iron
Distribution,10,10/29/2012 18:35,Galvanized Iron
Distribution,12,5/18/2018 13:06,Cast Iron
Distribution,12,10/23/2007 7:21,Copper
Distribution,10,6/14/2021 22:38,Copper
Distribution,6,3/14/2015 20:21,Ductile Iron
Distribution,10,1/23/2011 22:23,Copper
Distribution,12,8/6/2013 3:59,Galvanized Iron
Distribution,14,10/7/2014 21:31,Cast Iron
Distribution,12,10/3/2021 1:38,Ductile Iron
Distribution,12,12/23/1999 2:21,Ductile Iron
Distribution,6,11/18/2014 2:25,Ductile Iron
Distribution,14,8/6/2013 11:23,Galvanized Iron
Distribution,10,1/4/2021 3:30,Cast Iron
Distribution,12,3/16/2013 21:44,Ductile Iron
Distribution,10,10/6/2020 18:08,Cast Iron
Distribution,12,12/6/2007 16:25,Ductile Iron
Distribution,6,4/19/2020 21:42,Galvanized Iron
Distribution,8,11/22/2016 18:24,Copper
Distribution,12,8/14/2013 12:43,Galvanized Iron
Distribution,10,3/5/2019 15:57,Copper
Distribution,10,5/22/2014 14:19,Ductile Iron
Distribution,8,10/27/2016 13:51,Cast Iron
Distribution,14,4/8/2019 17:17,Ductile Iron
Distribution,14,7/24/2019 17:31,Galvanized Iron
Distribution,8,6/12/2016 23:16,Cast Iron
Distribution,12,5/28/2003 0:52,Ductile Iron
Distribution,10,5/28/2017 11:23,Ductile Iron
Distribution,14,11/24/2011 11:47,Galvanized Iron
Distribution,6,5/25/2021 11:40,Galvanized Iron
Distribution,8,6/5/2021 0:49,Copper
Distribution,10,7/28/2014 22:15,Cast Iron
Distribution,12,2/20/2018 19:57,Galvanized Iron
Distribution,14,6/28/2020 6:29,Cast Iron
Distribution,6,7/29/2017 0:45,Galvanized Iron
Distribution,10,3/8/2015 22:56,Cast Iron
Distribution,10,8/28/2017 3:40,Copper
Distribution,10,12/8/2007 10:21,Ductile Iron
Distribution,6,1/1/2010 20:20,Ductile Iron
Distribution,14,12/30/2021 15:42,Galvanized Iron
Distribution,12,4/24/2020 0:37,Galvanized Iron
Distribution,6,7/6/2020 23:55,Cast Iron
Distribution,12,10/23/2021 10:27,Copper
Distribution,8,6/29/2019 12:56,Ductile Iron
Distribution,10,3/19/2004 13:20,Galvanized Iron
Distribution,14,8/22/2015 20:44,Copper
Distribution,10,7/15/2021 17:28,Galvanized Iron
Distribution,14,4/3/1999 23:59,Galvanized Iron
Distribution,6,7/1/2018 10:57,Galvanized Iron
Distribution,6,12/26/2004 19:27,Ductile Iron
Distribution,6,3/25/2020 4:08,Ductile Iron
Distribution,6,8/20/2015 19:40,Ductile Iron
Distribution,6,8/29/2019 0:33,Ductile Iron
Distribution,14,8/19/2015 11:53,Cast Iron
Distribution,6,7/17/2020 1:04,Copper
Distribution,8,3/18/2021 6:13,Cast Iron
Distribution,8,1/18/2013 23:21,Copper
Distribution,12,10/16/2018 3:47,Galvanized Iron
Distribution,6,8/3/2001 13:04,Galvanized Iron
Distribution,6,12/26/2021 3:35,Ductile Iron
Distribution,8,1/4/2020 5:09,Cast Iron
Distribution,8,6/14/2021 11:18,Copper
Distribution,6,10/16/2016 21:59,Ductile Iron
Distribution,12,9/20/2010 15:37,Ductile Iron
Distribution,14,8/20/2018 21:58,Copper
Distribution,10,8/14/1999 8:46,Galvanized Iron
Distribution,14,3/10/2018 13:40,Cast Iron
Distribution,12,6/1/2018 16:01,Cast Iron
Distribution,14,9/20/2005 23:56,Galvanized Iron
Distribution,12,12/16/2018 16:34,Ductile Iron
Distribution,8,11/7/2020 4:48,Copper
Distribution,14,9/21/2006 5:00,Cast Iron
Distribution,6,8/21/2018 17:41,Galvanized Iron
Distribution,10,2/9/2021 10:51,Copper
Distribution,12,1/21/2021 13:13,Galvanized Iron
Distribution,6,10/9/2021 14:20,Cast Iron
Distribution,6,10/27/2019 22:40,Copper
Distribution,8,10/15/2020 0:30,Cast Iron
Distribution,6,1/23/2019 5:15,Copper
Distribution,8,1/31/2006 9:24,Cast Iron
Distribution,14,2/8/1998 21:59,Cast Iron
Distribution,12,7/3/2020 20:19,Ductile Iron
Distribution,12,11/18/2015 6:15,Galvanized Iron
Distribution,14,11/13/2018 13:01,Galvanized Iron
Distribution,10,11/14/1991 2:55,Galvanized Iron
Distribution,14,1/7/2021 4:49,Galvanized Iron
Distribution,10,12/25/2019 14:16,Cast Iron
Distribution,10,5/12/2008 23:24,Galvanized Iron
Distribution,6,1/1/1980 13:30,Ductile Iron
Distribution,10,12/4/2016 4:30,Cast Iron
Distribution,12,5/31/2005 4:15,Galvanized Iron
Distribution,14,9/27/2013 7:24,Cast Iron
Distribution,10,9/13/2013 13:15,Ductile Iron
Distribution,8,11/24/2013 9:42,Galvanized Iron
Distribution,10,10/7/2005 4:04,Cast Iron
Distribution,8,5/25/2000 17:06,Copper
Distribution,10,4/30/2012 10:44,Ductile Iron
Distribution,14,2/15/2019 16:52,Cast Iron
Distribution,10,3/29/2011 19:14,Galvanized Iron
Distribution,6,1/1/1980 13:30,Ductile Iron
Distribution,8,8/23/2020 10:12,Copper
Distribution,14,10/28/2018 7:31,Copper
Distribution,10,12/31/2016 2:28,Ductile Iron
Distribution,6,11/14/2021 2:17,Copper
Distribution,8,12/4/2006 5:24,Copper
Distribution,10,4/13/2021 4:36,Ductile Iron
Distribution,8,7/30/2011 11:45,Galvanized Iron
Distribution,12,12/20/2010 11:11,Ductile Iron
Transmission,32,12/29/2013 2:49,Copper
Transmission,36,10/24/2002 1:03,Galvanized Iron
Transmission,24,6/21/2003 14:27,Galvanized Iron
Transmission,28,1/27/2019 16:02,Galvanized Iron
Transmission,28,5/10/2010 1:46,Galvanized Iron
Distribution,6,8/17/2020 3:12,Galvanized Iron
Distribution,10,11/12/2016 7:35,Cast Iron
Distribution,10,8/17/2009 5:17,Galvanized Iron
Distribution,10,1/7/2010 6:51,Ductile Iron
Distribution,10,11/11/2020 5:24,Cast Iron
Distribution,6,1/15/2002 13:17,Copper
Distribution,12,3/13/2005 21:31,Cast Iron
Distribution,8,7/24/2009 11:15,Galvanized Iron
Distribution,6,9/8/2016 19:52,Cast Iron
Distribution,12,4/8/2013 9:43,Copper
Distribution,10,12/2/2020 11:26,Copper
Distribution,14,12/12/2015 9:16,Cast Iron
Distribution,10,11/6/2020 7:33,Galvanized Iron
Distribution,8,8/20/1997 22:00,Galvanized Iron
Distribution,6,6/17/2017 16:48,Cast Iron
Distribution,6,4/22/2012 20:45,Cast Iron
Distribution,6,10/20/2019 22:55,Galvanized Iron
Distribution,10,7/6/2019 10:56,Copper
Distribution,14,3/23/2018 17:36,Ductile Iron
Distribution,10,6/4/2010 5:38,Ductile Iron
Distribution,14,7/17/2014 9:45,Copper
Distribution,14,10/31/1994 18:28,Copper
Distribution,6,8/2/2018 23:37,Galvanized Iron
Distribution,12,3/4/2012 15:48,Copper
Distribution,6,12/18/2014 16:48,Cast Iron
Distribution,10,11/11/2017 6:59,Cast Iron
Distribution,14,1/29/2000 5:27,Ductile Iron
Distribution,12,6/12/2013 4:32,Cast Iron
Distribution,12,6/14/2013 21:12,Galvanized Iron
Distribution,10,9/28/2009 21:56,Copper
Distribution,12,3/12/1993 3:27,Copper
Distribution,10,11/6/2014 3:22,Ductile Iron
Distribution,6,8/10/2007 4:16,Copper
Distribution,14,1/2/2014 22:24,Copper
Distribution,10,8/24/2018 2:56,Copper
Distribution,14,11/11/2008 11:17,Cast Iron
Distribution,10,3/19/2008 17:17,Galvanized Iron
Distribution,10,12/5/2009 12:57,Cast Iron
Distribution,14,3/26/2018 20:02,Cast Iron
Distribution,12,6/15/2019 20:52,Ductile Iron
Distribution,12,6/10/2018 1:13,Copper
Distribution,8,7/8/2019 19:02,Ductile Iron
Distribution,10,4/9/2010 23:51,Cast Iron
Distribution,12,3/26/2015 23:29,Cast Iron
Distribution,6,5/27/2010 18:37,Copper
Distribution,10,12/17/2019 11:37,Galvanized Iron
Distribution,8,10/26/2018 0:56,Copper
Distribution,12,12/2/2017 7:46,Copper
Distribution,6,9/12/2016 3:56,Cast Iron
Distribution,8,11/12/2014 21:02,Galvanized Iron
Distribution,8,12/25/2020 16:03,Ductile Iron
Distribution,10,12/22/2017 13:48,Ductile Iron
Distribution,6,12/28/2013 13:15,Copper
Distribution,12,8/29/2021 13:45,Ductile Iron
Distribution,8,7/21/2014 16:35,Copper
Distribution,8,6/17/1996 10:04,Cast Iron
Distribution,12,11/30/2016 12:51,Copper
Distribution,8,7/23/2019 20:19,Cast Iron
Distribution,10,6/1/2019 0:24,Cast Iron
Distribution,10,9/3/2009 23:33,Ductile Iron
Distribution,6,9/4/2019 19:53,Copper
Distribution,8,4/10/1993 8:35,Copper
Distribution,6,1/5/2001 18:34,Galvanized Iron
Distribution,14,4/26/2005 17:06,Copper
Distribution,10,10/24/2011 13:46,Cast Iron
Distribution,12,4/29/2014 11:28,Cast Iron
Distribution,10,2/3/2013 6:03,Galvanized Iron
Distribution,10,11/7/2009 4:32,Cast Iron
Distribution,12,8/23/2006 0:10,Cast Iron
Distribution,6,7/24/2007 1:33,Copper
Distribution,10,10/1/2019 0:32,Cast Iron
Distribution,10,6/20/2009 4:12,Cast Iron
Distribution,10,8/4/2007 16:15,Copper
Distribution,14,9/21/2011 17:35,Copper
Distribution,10,8/1/1985 15:09,Galvanized Iron
Distribution,10,5/7/2013 16:45,Copper
Distribution,14,6/27/2002 5:33,Galvanized Iron
Distribution,6,7/31/2017 20:28,Ductile Iron
Distribution,14,4/4/2019 9:17,Cast Iron
Distribution,6,5/7/2018 18:57,Galvanized Iron
Distribution,14,6/15/2019 3:11,Copper
Distribution,6,11/9/2018 20:04,Ductile Iron
Distribution,8,4/13/2017 5:33,Galvanized Iron
Distribution,14,3/15/2018 4:57,Galvanized Iron
Distribution,8,5/28/2016 8:19,Galvanized Iron
Distribution,6,7/17/1983 2:17,Copper
Distribution,14,9/21/2016 23:15,Galvanized Iron
Distribution,12,5/1/2017 18:52,Copper
Distribution,12,2/17/2008 16:41,Ductile Iron
Distribution,8,10/17/1998 8:29,Ductile Iron
Distribution,6,6/23/2010 5:45,Copper
Distribution,6,8/26/2021 2:36,Ductile Iron
Distribution,8,10/31/2009 18:47,Ductile Iron
Distribution,8,11/12/2018 14:22,Galvanized Iron
Distribution,12,10/29/2017 13:18,Cast Iron
Transmission,28,12/31/2018 17:26,Galvanized Iron
Distribution,12,3/27/2020 16:48,Ductile Iron
Distribution,6,4/12/2012 16:31,Copper
Distribution,14,5/14/2021 2:52,Ductile Iron
Distribution,6,1/5/2016 13:18,Ductile Iron
Distribution,10,9/22/2010 22:27,Cast Iron
Distribution,10,5/29/2018 22:41,Galvanized Iron
Distribution,10,5/19/2019 11:12,Cast Iron
Distribution,10,2/16/2007 21:49,Ductile Iron
Distribution,12,3/24/2017 13:52,Galvanized Iron
Distribution,8,10/6/2016 1:15,Ductile Iron
Distribution,14,12/24/2021 2:04,Cast Iron
Distribution,6,2/18/2007 14:47,Ductile Iron
Distribution,10,4/9/2014 1:55,Cast Iron
Distribution,8,8/27/2013 14:22,Ductile Iron
Distribution,8,6/10/2007 8:35,Copper
Distribution,14,9/14/2013 14:51,Galvanized Iron
Distribution,14,6/21/2013 14:17,Copper
Distribution,14,12/18/2004 19:47,Ductile Iron
Distribution,8,5/5/2009 15:04,Cast Iron
Distribution,12,1/18/2020 4:51,Copper
Distribution,8,2/24/2017 18:56,Galvanized Iron
Distribution,10,9/12/1998 13:19,Ductile Iron
Distribution,6,1/22/2017 16:12,Galvanized Iron
Distribution,10,7/25/2018 20:59,Galvanized Iron
Distribution,6,8/11/2013 13:10,Ductile Iron
Distribution,10,12/21/2020 1:08,Cast Iron
Distribution,8,8/15/2008 11:31,Ductile Iron
Distribution,10,5/13/2011 15:05,Cast Iron
Distribution,8,9/19/2013 15:54,Cast Iron
Distribution,6,5/8/2010 6:36,Cast Iron
Distribution,12,6/12/2012 21:39,Copper
Distribution,10,12/23/2015 5:47,Galvanized Iron
Distribution,8,10/17/1988 19:43,Galvanized Iron
Distribution,8,6/12/2011 4:29,Copper
Distribution,8,9/20/2002 7:33,Cast Iron
Distribution,10,12/21/1983 13:58,Copper
Distribution,12,9/29/2013 19:15,Galvanized Iron
Distribution,6,3/18/2013 10:00,Galvanized Iron
Distribution,14,8/31/2017 0:51,Cast Iron
Distribution,6,12/20/2021 5:41,Galvanized Iron
Distribution,12,9/21/2020 5:51,Cast Iron
Distribution,12,12/19/2009 17:32,Copper
Distribution,8,9/16/2021 12:15,Ductile Iron
Distribution,6,5/19/2020 18:44,Galvanized Iron
Distribution,8,11/10/2002 8:36,Copper
Distribution,12,6/19/2019 7:03,Cast Iron
Distribution,8,11/30/2010 12:30,Copper
Distribution,14,10/29/2014 12:06,Copper
Distribution,10,1/23/2021 17:55,Cast Iron
Distribution,8,12/15/2020 15:55,Ductile Iron
Distribution,12,6/18/2019 4:00,Cast Iron
Distribution,14,1/24/2020 15:11,Cast Iron
Distribution,6,6/29/2005 2:51,Cast Iron
Distribution,12,9/4/2021 23:59,Copper
Distribution,12,1/15/2010 18:37,Galvanized Iron
Distribution,10,10/10/2007 1:26,Cast Iron
Distribution,6,12/3/2020 6:24,Galvanized Iron
Distribution,14,10/29/2008 6:31,Ductile Iron
Distribution,10,11/8/2020 17:15,Cast Iron
Distribution,12,6/29/2019 5:00,Ductile Iron
Distribution,6,5/17/2018 23:55,Cast Iron
Distribution,14,3/8/2018 18:41,Cast Iron
Distribution,12,2/1/2017 15:11,Galvanized Iron
Distribution,6,6/12/2014 22:08,Copper
Distribution,12,10/31/2021 0:00,Cast Iron
Distribution,14,3/4/2021 0:27,Galvanized Iron
Distribution,10,11/30/1993 2:17,Copper
Distribution,14,4/25/2006 12:03,Galvanized Iron
Distribution,8,5/15/2018 20:33,Ductile Iron
Distribution,12,10/23/2016 17:49,Copper
Distribution,14,3/9/2021 16:22,Galvanized Iron
Distribution,10,1/2/2019 17:20,Copper
Distribution,8,9/5/2017 23:09,Cast Iron
Distribution,6,12/7/2016 17:12,Cast Iron
Distribution,12,5/10/2019 20:48,Galvanized Iron
Distribution,12,2/4/2018 10:38,Ductile Iron
Distribution,6,1/24/2015 17:17,Cast Iron
Distribution,14,2/26/2002 17:53,Ductile Iron
Distribution,12,4/13/1993 14:40,Cast Iron
Distribution,8,7/30/1987 22:12,Ductile Iron
Distribution,12,12/5/2016 2:42,Ductile Iron
Distribution,12,11/24/2017 19:25,Cast Iron
Distribution,8,10/8/2021 20:37,Copper
Distribution,8,5/31/2021 5:08,Cast Iron
Distribution,14,4/30/2002 4:21,Galvanized Iron
Distribution,14,11/21/2017 13:17,Galvanized Iron
Distribution,12,6/11/2020 8:35,Cast Iron
Distribution,12,7/2/2009 6:48,Galvanized Iron
Distribution,12,2/26/2013 6:46,Ductile Iron
Distribution,10,8/29/2020 19:29,Galvanized Iron
Distribution,12,12/23/2017 15:20,Galvanized Iron
Distribution,12,12/16/2019 23:28,Cast Iron
Distribution,10,4/25/2015 3:38,Galvanized Iron
Distribution,12,3/18/2013 0:06,Ductile Iron
Distribution,14,10/25/2013 4:49,Galvanized Iron
Distribution,10,2/25/2014 15:39,Copper
Distribution,8,11/4/2020 23:26,Cast Iron
Distribution,14,10/20/2016 14:29,Ductile Iron
Distribution,14,3/31/2019 22:06,Galvanized Iron
Distribution,6,5/26/2016 16:48,Copper
Distribution,8,7/8/2019 0:23,Copper
Distribution,10,1/14/2013 8:41,Galvanized Iron
Distribution,8,5/25/2005 7:07,Copper
Distribution,12,2/13/2013 17:35,Galvanized Iron
Distribution,10,4/30/1984 9:47,Copper
Distribution,8,6/25/2002 6:12,Copper
Distribution,14,8/17/2021 19:06,Ductile Iron
Distribution,10,12/31/2020 5:32,Copper
Distribution,12,1/14/2008 20:59,Copper
Distribution,8,8/20/2016 2:25,Copper
Distribution,14,6/6/2015 0:30,Copper
Distribution,14,3/17/2008 2:26,Ductile Iron
Distribution,6,9/21/1990 2:45,Ductile Iron
Distribution,14,7/26/2020 2:55,Copper
Distribution,6,7/23/1986 21:38,Cast Iron
Distribution,10,3/4/2019 0:37,Cast Iron
Distribution,10,1/16/2019 12:19,Cast Iron
Distribution,10,3/28/2020 8:03,Copper
Distribution,6,10/18/1996 8:31,Cast Iron
Distribution,6,7/14/2002 20:10,Ductile Iron
Distribution,10,2/12/2015 20:35,Cast Iron
Distribution,10,7/20/2020 4:16,Galvanized Iron
Distribution,6,1/29/2012 9:33,Cast Iron
Distribution,6,5/8/2017 8:10,Cast Iron
Distribution,10,3/16/2004 14:08,Galvanized Iron
Distribution,6,10/22/2015 4:11,Cast Iron
Distribution,6,1/31/2014 23:24,Cast Iron
Distribution,8,11/28/2000 10:13,Galvanized Iron
Distribution,12,8/7/2019 3:28,Cast Iron
Distribution,10,7/4/2021 23:52,Galvanized Iron
Distribution,10,11/28/2015 20:59,Ductile Iron
Distribution,10,3/12/2018 21:47,Galvanized Iron
Distribution,14,2/16/2012 2:29,Cast Iron
Distribution,12,12/1/2021 18:45,Copper
Distribution,12,2/21/2018 6:17,Copper
Distribution,8,10/22/2004 22:49,Galvanized Iron
Distribution,6,9/18/2020 6:26,Copper
Distribution,12,9/13/2000 18:54,Cast Iron
Distribution,14,12/26/2009 23:55,Ductile Iron
Distribution,8,5/7/2015 11:20,Cast Iron
Distribution,14,8/15/2019 22:40,Ductile Iron
Distribution,14,9/22/2002 2:18,Ductile Iron
Distribution,14,12/14/2005 11:36,Ductile Iron
Distribution,6,5/3/2015 3:43,Copper
Distribution,10,7/31/2010 23:42,Copper
Distribution,12,5/5/2010 8:24,Copper
Distribution,10,3/12/2021 2:54,Copper
Distribution,6,10/12/2010 13:17,Galvanized Iron
Distribution,8,8/7/2017 3:09,Cast Iron
Distribution,12,3/27/2016 12:09,Cast Iron
Distribution,6,5/22/2021 8:35,Cast Iron
Distribution,6,6/14/2005 22:09,Copper
Transmission,24,7/2/2014 10:19,Cast Iron
Distribution,14,11/26/2020 0:34,Copper
Transmission,32,2/16/2020 4:46,Ductile Iron
Distribution,14,11/1/2012 11:47,Copper
Distribution,8,6/29/2011 7:29,Copper
Distribution,12,5/19/2018 9:10,Galvanized Iron
Distribution,10,10/29/2003 5:32,Cast Iron
Distribution,14,7/14/2015 11:53,Cast Iron
Distribution,14,10/8/2008 12:26,Copper
Transmission,28,4/15/2018 17:29,Galvanized Iron
Distribution,10,10/17/2020 15:57,Copper
Distribution,14,11/12/2018 23:12,Ductile Iron
Distribution,8,9/12/2016 2:53,Cast Iron
Distribution,6,6/30/2013 0:28,Ductile Iron
Distribution,14,12/6/2018 23:46,Cast Iron
Transmission,32,4/4/2018 5:02,Copper
Transmission,24,1/14/2012 23:55,Galvanized Iron
Distribution,10,7/19/2021 19:05,Copper
Distribution,6,6/28/2018 8:00,Galvanized Iron
Distribution,14,10/18/2012 11:52,Copper
Distribution,10,12/11/2012 6:56,Cast Iron
Distribution,12,6/22/2015 6:18,Cast Iron
Distribution,12,2/27/2018 22:31,Galvanized Iron
Distribution,10,6/13/2012 1:29,Copper
Distribution,6,5/17/2012 11:37,Galvanized Iron
Distribution,14,3/14/2012 19:01,Ductile Iron
Distribution,14,6/26/2016 1:35,Copper
Distribution,10,11/19/2018 15:58,Ductile Iron
Distribution,6,10/22/2017 6:23,Galvanized Iron
Distribution,8,10/26/2016 20:01,Cast Iron
Distribution,8,4/3/1996 19:49,Copper
Distribution,8,11/19/2007 19:49,Copper
Distribution,6,7/15/2018 7:09,Galvanized Iron
Distribution,12,7/5/2016 1:42,Cast Iron
Distribution,8,5/27/2020 4:05,Galvanized Iron
Distribution,12,5/6/2014 4:27,Galvanized Iron
Distribution,6,1/1/2015 15:01,Copper
Distribution,6,3/25/2020 15:53,Cast Iron
Distribution,14,7/7/2020 8:54,Ductile Iron
Distribution,12,7/15/2015 4:35,Cast Iron
Distribution,14,5/15/2019 12:05,Copper
Distribution,10,1/7/2018 22:33,Ductile Iron
Distribution,12,5/27/2021 15:18,Copper
Distribution,12,11/14/2018 20:55,Cast Iron
Transmission,36,2/22/2020 23:47,Cast Iron
Distribution,14,10/18/2017 0:11,Ductile Iron
Distribution,12,3/28/2018 12:01,Copper
Distribution,12,5/22/2015 6:35,Ductile Iron
Distribution,6,3/29/2004 22:30,Cast Iron
Distribution,12,1/28/2015 16:26,Copper
Distribution,14,11/26/2018 19:24,Copper
Transmission,24,5/19/2015 10:53,Copper
Distribution,10,6/26/2015 4:09,Galvanized Iron
Distribution,14,6/8/2010 15:21,Ductile Iron
Distribution,12,4/2/1993 17:26,Cast Iron
Distribution,6,5/23/2018 20:58,Copper
Distribution,6,10/5/2021 2:58,Cast Iron
Distribution,6,7/15/2011 1:34,Copper
Distribution,6,1/24/2007 21:16,Copper
Distribution,8,12/7/2020 18:57,Ductile Iron
Distribution,8,6/13/2017 18:44,Copper
Distribution,6,10/16/2014 14:56,Cast Iron
Distribution,10,12/6/2021 18:54,Galvanized Iron
Distribution,12,3/24/2021 0:04,Ductile Iron
Distribution,12,6/14/2017 8:06,Copper
Distribution,14,4/1/2015 1:59,Cast Iron
Distribution,12,12/3/2014 21:22,Galvanized Iron
Distribution,6,8/5/2011 23:42,Cast Iron
Distribution,8,5/12/2021 15:50,Copper
Distribution,12,5/2/2021 3:56,Galvanized Iron
Distribution,10,2/17/1998 21:05,Ductile Iron
Distribution,12,10/20/2019 4:43,Galvanized Iron
Distribution,14,9/25/2008 20:52,Cast Iron
Transmission,36,1/2/2020 0:24,Galvanized Iron
Transmission,28,11/19/2019 10:53,Copper
Distribution,6,10/12/2006 13:00,Galvanized Iron
Distribution,6,4/17/2013 23:58,Galvanized Iron
Distribution,10,8/10/2015 1:06,Cast Iron
Distribution,6,5/13/2014 20:18,Galvanized Iron
Distribution,6,2/20/2020 21:30,Galvanized Iron
Distribution,14,11/13/2010 12:49,Copper
Distribution,12,3/5/2015 15:55,Copper
Distribution,12,5/25/1994 0:59,Ductile Iron
Distribution,6,3/21/2021 7:11,Ductile Iron
Distribution,10,10/17/2011 20:19,Ductile Iron
Transmission,32,3/15/2021 7:42,Copper
Distribution,10,6/4/1999 6:26,Copper
Distribution,14,11/27/2004 15:29,Copper
Distribution,12,6/16/2001 0:25,Copper
Distribution,8,4/18/2020 6:43,Copper
Distribution,8,10/14/2020 23:51,Galvanized Iron
Distribution,6,9/9/2020 5:01,Ductile Iron
Distribution,12,11/24/2012 2:17,Galvanized Iron
Distribution,6,7/7/2021 17:24,Galvanized Iron
Distribution,14,10/8/2013 13:17,Copper
Distribution,10,5/17/2019 22:17,Copper
Distribution,14,6/1/1998 7:45,Cast Iron
Distribution,14,10/1/2019 23:18,Copper
Distribution,12,10/31/1986 22:17,Ductile Iron
Distribution,10,3/17/2020 21:28,Galvanized Iron
Distribution,10,12/6/2019 13:37,Copper
Distribution,14,5/21/2013 4:57,Copper
Distribution,14,6/3/2015 11:56,Ductile Iron
Distribution,6,8/6/2020 19:50,Galvanized Iron
Distribution,8,2/2/2010 21:38,Cast Iron
Distribution,6,11/16/2012 1:09,Ductile Iron
Distribution,6,3/31/2020 18:55,Copper
Distribution,6,7/11/2013 4:28,Cast Iron
Distribution,14,11/8/2010 3:07,Copper
Distribution,8,6/8/2016 12:53,Galvanized Iron
Distribution,8,2/3/2018 12:16,Ductile Iron
Distribution,6,9/19/2012 1:41,Copper
Distribution,6,1/16/2017 14:25,Ductile Iron
Distribution,6,11/16/2021 3:57,Copper
Distribution,8,9/28/2021 0:44,Galvanized Iron
Distribution,10,10/17/2021 0:25,Copper
Distribution,6,10/17/2016 7:32,Cast Iron
Distribution,6,3/25/1996 4:54,Copper
Distribution,14,12/30/2018 13:58,Cast Iron
Distribution,6,8/17/2021 5:51,Ductile Iron
Distribution,10,2/23/2006 17:12,Ductile Iron
Transmission,24,2/23/2012 8:01,Ductile Iron
Distribution,8,3/7/2013 6:38,Galvanized Iron
Transmission,28,5/3/2017 23:34,Copper
Transmission,32,11/14/2021 13:04,Ductile Iron
Distribution,12,5/9/1997 8:18,Copper
Distribution,12,3/26/2021 9:18,Galvanized Iron
Distribution,6,2/23/2016 15:26,Cast Iron
Distribution,14,12/6/2021 13:52,Ductile Iron
Distribution,10,6/29/1999 4:14,Cast Iron
Distribution,14,2/10/2009 19:36,Galvanized Iron
Distribution,12,12/8/2012 16:53,Copper
Distribution,14,7/6/2012 15:35,Cast Iron
Distribution,8,11/20/2013 8:38,Ductile Iron
Distribution,8,2/24/2014 17:25,Cast Iron
Distribution,6,4/26/2010 8:34,Galvanized Iron
Distribution,6,12/11/2008 17:05,Galvanized Iron
Distribution,6,12/30/2012 8:42,Cast Iron
Distribution,10,6/4/2007 13:39,Cast Iron
Distribution,8,1/5/2016 9:31,Cast Iron
Distribution,14,4/11/2008 5:40,Galvanized Iron
Distribution,10,5/30/2017 9:30,Copper
Distribution,12,6/3/2009 12:58,Ductile Iron
Distribution,10,8/1/2011 17:31,Copper
Distribution,14,1/19/2015 13:53,Ductile Iron
Distribution,10,6/23/2021 15:38,Cast Iron
Distribution,14,4/30/2014 16:33,Copper
Distribution,14,8/16/2017 10:38,Cast Iron
Distribution,14,4/11/2018 14:56,Copper
Distribution,12,8/25/2021 3:41,Cast Iron
Distribution,14,2/16/2009 6:11,Cast Iron
Distribution,8,1/8/1998 22:39,Ductile Iron
Distribution,6,7/24/2010 0:07,Cast Iron
Distribution,12,6/14/2014 1:01,Galvanized Iron
Distribution,8,11/15/2009 8:15,Ductile Iron
Distribution,12,12/16/2019 18:03,Copper
Distribution,12,8/4/2017 12:51,Ductile Iron
Distribution,14,8/28/2006 3:02,Galvanized Iron
Distribution,8,11/3/1995 6:47,Cast Iron
Distribution,8,5/17/2015 20:05,Copper
Distribution,6,2/2/2014 7:25,Ductile Iron
Distribution,10,10/24/2014 13:43,Galvanized Iron
Distribution,10,12/10/2020 3:10,Cast Iron
Distribution,6,1/14/2014 6:38,Cast Iron
Distribution,12,4/21/2013 9:31,Cast Iron
Distribution,8,11/27/2008 13:24,Ductile Iron
Distribution,12,5/25/2002 14:38,Copper
Distribution,6,1/16/2020 12:34,Cast Iron
Distribution,12,7/5/2016 19:30,Ductile Iron
Distribution,12,4/29/2020 9:15,Galvanized Iron
Distribution,14,6/22/2019 14:15,Ductile Iron
Distribution,8,10/12/2015 4:52,Cast Iron
Distribution,8,8/17/2020 0:47,Galvanized Iron
Distribution,14,2/14/2017 5:56,Cast Iron
